Customer ID,Recency,Frequency,Monetary,Segment
13497,124,6,1320.3300000000002,High
13498,571,1,327.38,Mid
13499,66,2,463.79,Mid
13500,242,1,299.53,Mid
13501,129,3,2885.11,High
13502,116,4,677.66,Mid
13503,320,5,1688.54,High
13505,7,3,2583.12,High
13506,157,5,1639.2,High
13508,84,2,287.05,Mid
13509,95,4,785.02,Mid
13510,25,8,3352.05,High
13511,517,1,282.76,Mid
13512,102,4,713.39,Mid
13513,282,2,619.49,Mid
13514,269,3,663.7,Mid
13515,89,3,578.1,Mid
13516,80,2,441.85,Mid
13517,21,1,1101.8600000000001,High
13519,283,1,220.46,Mid
13520,26,9,5377.03,VIP
13523,41,4,3505.88,High
13524,14,2,247.70000000000002,Mid
13525,89,1,50.88,Low
13526,579,2,937.1999999999999,Mid
13527,42,7,2981.87,High
13529,45,1,181.1,Low
13530,475,1,402.98,Mid
13531,46,6,1738.52,High
13533,23,3,270.79,Mid
13534,3,28,5214.8,VIP
13535,243,1,89.5,Low
13537,266,2,717.85,Mid
13538,24,8,2450.96,High
13539,81,6,1253.67,High
13540,308,3,632.39,Mid
13541,268,2,785.25,Mid
13542,218,17,4006.17,High
13543,475,2,1439.61,High
13544,81,5,657.4,Mid
13545,232,2,374.64,Mid
13546,41,3,653.31,Mid
13547,249,1,175.53,Low
13548,85,2,507.17,Mid
13549,34,4,600.15,Mid
13550,224,1,349.51,Mid
13551,160,2,244.2,Mid
13552,20,17,5517.94,VIP
13553,515,1,517.8,Mid
13554,221,7,1638.28,High
13555,43,10,6209.33,VIP
13556,270,2,200.82,Mid
13557,121,12,2688.88,High
13561,56,11,1819.72,High
13562,86,6,3642.12,High
13564,195,36,16697.170000000002,VIP
13565,175,2,284.76,Mid
13566,275,3,833.41,Mid
13567,269,4,1083.27,High
13568,14,1,192.85,Low
13569,208,3,636.48,Mid
13570,84,1,239.49,Mid
13571,25,18,2960.27,High
13572,46,1,1384.25,High
13573,94,5,653.42,Mid
13574,252,1,420.83,Mid
13575,17,1,88.55,Low
13576,2,20,6794.05,VIP
13577,83,8,2158.43,High
13578,250,1,147.66,Low
13579,210,4,1236.7,High
13580,247,1,107.75,Low
13581,150,2,280.53000000000003,Mid
13582,231,2,241.68,Mid
13583,520,1,664.0,Mid
13584,147,3,392.45,Mid
13585,371,3,684.54,Mid
13586,382,1,131.53,Low
13587,290,3,961.1,Mid
13588,96,1,113.30000000000001,Low
13589,20,5,888.09,Mid
13590,41,15,5279.28,VIP
13591,45,6,1753.04,High
13592,47,3,205.51,Mid
13593,3,13,4877.860000000001,High
13594,327,1,136.35000000000002,Low
13595,357,3,818.22,Mid
13597,241,2,396.71,Mid
13598,336,4,609.0,Mid
13599,39,19,7019.62,VIP
13600,153,2,518.42,Mid
13601,52,3,864.18,Mid
13602,222,3,596.28,Mid
13604,499,1,717.62,Mid
13605,228,2,522.67,Mid
13606,84,2,250.42,Mid
13607,243,1,400.3,Mid
13608,381,1,236.2,Mid
13609,434,1,167.35,Low
13610,28,10,1516.69,High
13611,11,9,2784.4500000000003,High
13612,473,1,818.29,Mid
13613,293,5,1039.8500000000001,High
13614,5,4,1543.33,High
13615,160,8,5977.53,VIP
13616,409,2,288.1,Mid
13617,21,6,865.68,Mid
13618,15,1,177.34,Low
13619,385,2,231.69,Mid
13620,369,1,112.34,Low
13622,537,1,658.95,Mid
13623,51,9,2368.5,High
13624,229,1,462.08,Mid
13625,438,1,301.26,Mid
13626,94,2,707.04,Mid
13627,17,5,1634.43,High
13628,517,1,310.14,Mid
13629,14,11,6008.0,VIP
13630,12,4,1059.54,High
13631,19,4,380.0,Mid
13632,14,6,2340.64,High
13634,83,13,4123.3,High
13635,284,3,1928.13,High
13636,93,3,541.45,Mid
13637,28,2,684.85,Mid
13639,278,1,312.93,Mid
13640,452,1,405.0,Mid
13641,482,5,1016.47,High
13642,56,4,513.88,Mid
13643,26,8,1725.23,High
13646,240,2,326.25,Mid
13647,16,6,1764.92,High
13648,241,8,1764.02,High
13649,97,6,1678.88,High
13650,48,6,2197.18,High
13651,223,1,132.65,Low
13652,98,4,2114.01,High
13653,329,1,152.2,Low
13654,43,8,4773.51,High
13655,83,5,1731.19,High
13656,6,4,1078.85,High
13657,42,1,152.34,Low
13658,45,5,4319.63,High
13659,46,12,4894.88,High
13660,241,1,314.17,Mid
13661,444,1,325.24,Mid
13662,53,10,1885.29,High
13663,20,5,2047.51,High
13665,227,3,1711.66,High
13666,128,4,107.3,Low
13668,7,27,9877.53,VIP
13669,248,1,195.0,Low
13671,236,1,194.95,Low
13672,142,3,419.92,Mid
13674,274,1,240.68,Mid
13675,125,1,308.44,Mid
13676,380,2,243.9,Mid
13677,246,2,556.1899999999999,Mid
13679,334,3,281.26,Mid
13680,178,10,8345.1,VIP
13682,28,1,59.5,Low
13683,299,1,258.6,Mid
13684,127,4,596.98,Mid
13686,24,3,409.04,Mid
13687,279,1,1835.76,High
13688,476,1,375.5,Mid
13689,286,1,349.5,Mid
13691,237,1,211.94,Mid
13692,55,4,2497.66,High
13693,215,9,2011.8200000000002,High
13694,3,111,98101.51,VIP
13695,11,7,1016.14,High
13696,263,3,1275.4,High
13698,437,2,465.53000000000003,Mid
13699,391,1,455.57,Mid
13700,18,9,1593.85,High
13701,287,1,161.0,Low
13702,286,1,135.18,Low
13703,159,2,425.56,Mid
13705,215,5,1641.6100000000001,High
13706,144,2,631.1700000000001,Mid
13707,108,5,3365.86,High
13708,112,1,296.88,Mid
13709,10,8,2802.78,High
13710,265,2,329.04,Mid
13711,60,9,1792.26,High
13712,87,2,766.42,Mid
13713,249,3,743.26,Mid
13714,306,1,161.35,Low
13715,122,17,8483.29,VIP
13716,110,1,138.28,Low
13717,13,5,1072.51,High
13718,87,2,306.55,Mid
13719,46,8,2112.31,High
13720,19,3,552.55,Mid
13721,236,1,217.39999999999998,Mid
13722,123,8,4723.47,High
13723,58,6,1209.2,High
13724,478,1,213.01,Mid
13725,10,7,1865.7,High
13727,452,6,746.57,Mid
13728,40,13,2332.96,High
13729,277,3,724.73,Mid
13730,2,1,306.75,Mid
13731,60,2,610.59,Mid
13733,251,2,487.03000000000003,Mid
13734,349,2,131.04,Low
13735,17,11,8337.67,VIP
13736,101,6,2391.84,High
13737,41,1,339.6,Mid
13738,237,1,440.93,Mid
13739,369,1,75.3,Low
13740,82,5,1597.77,High
13741,25,2,363.13,Mid
13742,3,10,2648.7200000000003,High
13743,58,2,353.16,Mid
13744,133,1,893.16,Mid
13745,3,2,777.36,Mid
13746,254,1,176.69,Low
13747,215,2,249.39999999999998,Mid
13748,73,6,1492.95,High
13750,12,7,2295.23,High
13751,129,1,296.25,Mid
13752,26,5,1295.98,High
13753,128,4,2094.57,High
13754,158,2,320.45,Mid
13756,25,14,5018.55,VIP
13757,515,1,195.55,Low
13758,42,13,8169.53,VIP
13760,97,4,1211.52,High
13761,21,5,1373.23,High
13762,60,5,2263.68,High
13763,258,2,3298.48,High
13764,178,4,1931.39,High
13765,494,1,352.82,Mid
13766,336,1,190.35,Low
13767,5,60,25784.96,VIP
13768,568,2,875.97,Mid
13769,49,15,4451.92,High
13770,263,4,785.1600000000001,Mid
13771,40,7,4559.22,High
13772,80,6,2208.25,High
13773,237,2,301.54,Mid
13775,431,1,1049.66,High
13777,25,42,18163.43,VIP
13778,332,3,945.79,Mid
13779,357,1,160.71,Low
13780,11,2,492.09000000000003,Mid
13781,91,3,778.83,Mid
13782,75,9,1243.02,High
13783,411,3,662.04,Mid
13784,9,10,2079.83,High
13785,270,4,542.49,Mid
13786,208,6,3358.94,High
13787,205,5,1019.86,High
13788,346,1,3.75,Low
13789,229,1,239.46,Mid
13791,9,1,937.0,Mid
13792,128,2,263.0,Mid
13793,488,1,96.0,Low
13794,387,1,126.03,Low
13795,229,4,836.3,Mid
13796,340,1,289.7,Mid
13797,278,3,1179.45,High
13798,6,86,51588.91,VIP
13799,135,8,2456.41,High
13800,150,3,1679.56,High
13802,96,18,20643.75,VIP
13803,96,3,1338.91,High
13804,131,3,1296.36,High
13807,208,3,534.8,Mid
13809,146,3,401.3,Mid
13811,25,2,591.75,Mid
13813,369,4,1398.6100000000001,High
13814,368,1,678.2,Mid
13815,13,6,6426.13,VIP
13817,192,1,128.7,Low
13818,270,1,61.28,Low
13819,143,6,2642.35,High
13820,259,3,660.65,Mid
13821,103,5,1295.24,High
13823,221,5,2445.79,High
13824,44,10,2641.3,High
13825,463,2,255.59,Mid
13826,17,1,189.5,Low
13829,262,1,102.0,Low
13830,422,1,156.85000000000002,Low
13831,41,15,4286.58,High
13832,263,1,561.28,Mid
13833,0,2,701.36,Mid
13834,418,2,324.19,Mid
13835,56,4,589.15,Mid
13836,240,2,620.37,Mid
13837,52,2,271.24,Mid
13838,211,7,1512.05,High
13839,327,1,139.95000000000002,Low
13840,257,1,651.4,Mid
13841,93,1,85.0,Low
13842,41,15,4072.76,High
13843,222,1,319.75,Mid
13846,83,3,1106.66,High
13847,561,1,310.72,Mid
13848,139,1,135.0,Low
13849,12,4,2524.93,High
13851,129,6,2201.32,High
13852,452,1,187.35000000000002,Low
13854,37,29,7396.48,VIP
13855,342,4,1310.3400000000001,High
13856,10,11,1142.03,High
13857,234,6,999.65,Mid
13859,167,2,515.86,Mid
13861,270,2,273.26,Mid
13862,28,5,1499.24,High
13863,89,4,1239.55,High
13865,28,2,282.52000000000004,Mid
13867,59,1,138.85,Low
13869,104,9,6591.58,VIP
13870,9,10,3389.14,High
13871,4,10,4493.42,High
13872,368,3,919.57,Mid
13873,60,7,879.72,Mid
13874,199,7,2049.15,High
13875,25,12,3800.46,High
13877,311,2,332.44,Mid
13878,389,3,1191.53,High
13879,487,1,395.5,Mid
13880,28,10,2511.46,High
13881,10,27,24982.03,VIP
13883,59,14,5628.32,VIP
13884,118,8,1297.13,High
13885,30,2,506.8,Mid
13887,45,1,349.55,Mid
13888,59,6,1802.94,High
13889,223,5,1574.3300000000002,High
13890,200,5,1233.92,High
13891,219,3,863.56,Mid
13892,87,3,438.64,Mid
13893,139,1,515.1,Mid
13894,151,1,160.85,Low
13895,6,3,1797.91,High
13896,467,1,388.55,Mid
13897,279,2,849.5600000000001,Mid
13898,167,2,686.4,Mid
13899,116,1,298.5,Mid
13900,24,6,1610.5900000000001,High
13901,97,12,3457.44,High
13902,473,4,2034.02,High
13903,241,1,165.45000000000002,Low
13904,136,1,201.12,Mid
13905,573,1,312.65,Mid
13906,250,1,42.0,Low
13907,532,1,136.8,Low
13908,56,2,831.11,Mid
13909,264,2,286.6,Mid
13911,38,17,3357.99,High
13912,265,1,124.95,Low
13913,348,1,42.22,Low
13915,235,1,70.80000000000001,Low
13916,305,4,1275.81,High
13917,32,1,65.38,Low
13918,94,1,198.20000000000002,Low
13919,265,2,975.87,Mid
13920,272,4,1774.68,High
13921,243,4,730.7,Mid
13922,193,3,865.2,Mid
13927,278,1,359.27,Mid
13929,10,11,2618.5,High
13931,122,10,4398.06,High
13932,135,1,307.4,Mid
13934,105,1,922.1,Mid
13935,438,3,4928.72,High
13936,21,3,939.6600000000001,Mid
13937,10,2,880.13,Mid
13939,153,5,1176.91,High
13941,13,11,5627.400000000001,VIP
13943,419,1,246.54000000000002,Mid
13944,494,1,200.43,Mid
13945,236,2,854.1500000000001,Mid
13946,42,5,1800.63,High
13948,202,4,548.76,Mid
13950,88,1,179.31,Low
13951,17,3,674.45,Mid
13952,59,14,12584.72,VIP
13955,146,2,427.31,Mid
13956,84,2,293.67,Mid
13957,259,3,458.25,Mid
13958,221,8,4709.2300000000005,High
13959,122,5,815.42,Mid
13961,233,1,538.4,Mid
13962,87,2,310.85,Mid
13963,149,17,3011.87,High
13964,228,2,438.9,Mid
13965,318,3,767.11,Mid
13966,276,1,390.86,Mid
13967,237,1,85.6,Low
13968,264,1,123.66,Low
13969,10,25,6861.97,VIP
13970,227,2,359.35,Mid
13971,20,10,3190.29,High
13972,43,1,145.9,Low
13973,128,1,264.7,Mid
13974,423,1,264.13,Mid
13975,56,8,3793.75,High
13976,48,4,1192.3600000000001,High
13977,252,1,519.8100000000001,Mid
13979,234,6,2544.27,High
13980,280,4,599.59,Mid
13981,257,1,331.14,Mid
13982,4,8,3803.92,High
13983,28,15,5402.08,VIP
13984,166,9,1412.42,High
13985,25,10,4126.03,High
13987,221,2,682.54,Mid
13988,3,5,2533.34,High
13989,80,4,1656.65,High
13990,54,1,311.3,Mid
13992,221,2,142.7,Low
13993,46,14,4802.17,High
13995,87,10,2818.77,High
13996,227,2,895.76,Mid
13997,360,3,382.31,Mid
13998,288,3,566.7,Mid
13999,20,22,7162.32,VIP
14000,52,5,2046.34,High
14001,74,8,3592.15,High
14003,574,1,209.41,Mid
14004,14,6,3156.17,High
14005,17,2,331.46,Mid
14006,82,6,1896.57,High
14007,354,1,79.48,Low
14008,273,1,509.04,Mid
14009,39,3,1099.91,High
14010,406,2,445.15,Mid
14011,321,2,457.82,Mid
14012,118,1,328.8,Mid
14013,117,3,730.05,Mid
14014,217,2,1443.03,High
14016,3,11,11195.91,VIP
14017,412,1,229.75,Mid
14018,486,1,367.15,Mid
14020,317,2,606.21,Mid
14021,52,6,1586.38,High
14022,66,2,792.15,Mid
14023,91,1,273.14,Mid
14024,232,1,318.04,Mid
14025,306,8,4057.9,High
14026,312,2,713.11,Mid
14030,84,17,6757.22,VIP
14031,9,37,29050.77,VIP
14032,10,11,3720.05,High
14033,396,1,109.44,Low
14035,109,6,2128.44,High
14036,126,1,626.65,Mid
14037,17,6,836.95,Mid
14038,48,3,2225.82,High
14039,417,1,115.08000000000001,Low
14040,24,29,10986.710000000001,VIP
14041,107,1,141.41,Low
14042,566,1,431.98,Mid
14043,332,2,304.25,Mid
14044,150,7,2638.41,High
14045,179,7,1868.1799999999998,High
14046,125,1,154.99,Low
14047,41,12,3582.34,High
14048,146,3,748.69,Mid
14049,42,11,10615.35,VIP
14051,15,26,12764.550000000001,VIP
14052,231,1,255.45,Mid
14053,0,3,466.3,Mid
14055,419,2,795.3199999999999,Mid
14056,25,11,3693.64,High
14057,3,14,5350.01,VIP
14058,304,2,469.19,Mid
14059,108,1,183.6,Low
14060,25,22,6471.36,VIP
14061,565,2,553.43,Mid
14062,17,17,14993.54,VIP
14063,528,6,1825.18,High
14064,52,13,2509.8,High
14065,230,3,891.02,Mid
14066,107,1,152.55,Low
14068,161,4,1528.3700000000001,High
14069,355,2,230.06,Mid
14070,525,1,326.55,Mid
14071,101,2,356.81,Mid
14072,507,1,390.85,Mid
14074,464,1,219.4,Mid
14075,102,4,1100.53,High
14077,23,4,426.06,Mid
14078,25,8,1469.49,High
14080,254,4,1069.24,High
14081,143,10,5367.16,VIP
14082,206,2,412.94,Mid
14083,40,7,877.88,Mid
14084,353,1,150.5,Low
14085,16,26,8616.79,VIP
14086,304,1,39.95,Low
14087,246,2,649.53,Mid
14088,11,6,19567.65,VIP
14090,166,1,76.32000000000001,Low
14092,11,18,5229.8,VIP
14094,280,1,335.22,Mid
14095,563,1,2.95,Low
14097,322,2,422.57,Mid
14099,11,15,4385.55,High
14101,39,11,4664.53,High
14104,6,4,665.6899999999999,Mid
14105,80,5,5988.83,VIP
14107,17,9,4010.91,High
14108,572,2,447.05,Mid
14110,12,24,9386.04,VIP
14111,82,1,94.2,Low
14112,45,9,4071.94,High
14113,195,13,3380.8900000000003,High
14114,115,7,1364.09,High
14115,342,2,622.67,Mid
14118,269,1,458.45,Mid
14119,217,2,183.37,Low
14122,247,3,362.42,Mid
14123,574,1,436.18,Mid
14126,285,1,466.33000000000004,Mid
14127,97,5,1642.6000000000001,High
14128,97,2,592.25,Mid
14129,102,5,1826.38,High
14130,160,4,1882.67,High
14131,489,1,187.87,Low
14132,3,2,607.92,Mid
14133,157,2,623.5,Mid
14134,223,15,10379.35,VIP
14135,27,18,6592.67,VIP
14136,241,5,1570.81,High
14137,536,1,332.7,Mid
14139,331,3,670.98,Mid
14142,214,2,983.15,Mid
14144,327,1,30.6,Low
14145,378,2,650.25,Mid
14146,96,9,6931.03,VIP
14147,126,7,1382.3999999999999,High
14148,74,2,466.29,Mid
14149,62,1,446.62,Mid
14150,201,1,306.18,Mid
14151,514,2,679.45,Mid
14152,75,6,1690.56,High
14153,324,1,233.39999999999998,Mid
14154,80,8,6460.7,VIP
14155,107,1,118.75,Low
14156,3,116,101428.31,VIP
14157,126,4,847.07,Mid
14159,10,13,4362.82,High
14160,451,7,5892.17,VIP
14161,56,7,3318.46,High
14162,14,2,289.36,Mid
14163,40,3,898.5,Mid
14165,116,1,121.75999999999999,Low
14166,346,2,256.85,Mid
14167,6,7,1123.75,High
14168,262,2,370.45,Mid
14169,272,2,623.1700000000001,Mid
14170,216,3,594.39,Mid
14171,571,1,135.0,Low
14172,446,3,402.72,Mid
14173,60,3,249.2,Mid
14175,12,7,5662.57,VIP
14176,138,5,916.01,Mid
14177,21,10,1788.01,High
14178,23,1,197.37,Low
14180,9,25,5172.9,VIP
14181,252,2,310.55,Mid
14182,284,4,678.77,Mid
14183,252,2,286.29,Mid
14185,172,1,197.65,Low
14186,268,5,1550.63,High
14187,314,1,123.5,Low
14188,56,2,760.9,Mid
14189,42,9,3316.38,High
14190,507,1,79.9,Low
14191,3,6,1238.5,High
14192,229,1,293.74,Mid
14193,110,2,779.34,Mid
14194,14,24,11290.23,VIP
14195,43,5,1216.6,High
14197,252,1,390.05,Mid
14198,80,6,1051.63,High
14199,59,4,1091.7,High
14200,458,1,379.2,Mid
14201,27,7,857.2,Mid
14202,222,3,847.76,Mid
14203,238,1,339.34,Mid
14204,263,3,901.09,Mid
14205,105,8,2170.4,High
14206,80,3,1185.01,High
14207,529,1,157.8,Low
14208,392,1,415.31,Mid
14209,55,12,4002.9900000000002,High
14210,38,15,5555.33,VIP
14211,49,14,3071.08,High
14212,286,1,1119.66,High
14213,246,1,249.9,Mid
14214,11,2,822.21,Mid
14215,28,7,2724.88,High
14216,255,1,310.74,Mid
14217,26,14,2401.16,High
14219,251,2,543.89,Mid
14220,88,4,1252.2,High
14221,31,12,4738.52,High
14222,18,1,683.17,Mid
14223,105,1,304.9,Mid
14224,56,7,1343.1,High
14225,276,4,2037.02,High
14226,51,3,2247.74,High
14227,37,12,5417.27,VIP
14228,279,3,745.5,Mid
14229,133,6,1808.97,High
14230,277,3,979.8000000000001,Mid
14231,25,4,1235.6200000000001,High
14232,28,2,1003.97,High
14233,53,6,1936.65,High
14235,67,6,2837.68,High
14236,213,4,1443.08,High
14237,214,2,632.14,Mid
14238,167,3,434.23,Mid
14239,42,16,3177.36,High
14240,66,2,584.0,Mid
14241,24,2,333.7,Mid
14242,75,2,280.55,Mid
14243,17,13,6618.4400000000005,VIP
14244,501,1,366.41999999999996,Mid
14245,61,2,1693.45,High
14246,87,1,449.64,Mid
14247,119,5,772.66,Mid
14248,159,3,828.95,Mid
14249,251,12,5625.46,VIP
14252,222,1,130.99,Low
14253,334,2,363.40000000000003,Mid
14254,273,1,601.03,Mid
14256,101,5,2473.9900000000002,High
14257,0,7,4191.650000000001,High
14258,41,22,21237.7,VIP
14260,312,3,824.28,Mid
14262,81,1,240.0,Mid
14263,264,1,322.93,Mid
14264,86,5,1299.09,High
14265,305,2,843.1700000000001,Mid
14266,269,1,40.56,Low
14267,4,3,1516.24,High
14268,312,1,354.85,Mid
14269,280,1,295.73,Mid
14270,173,1,492.65000000000003,Mid
14271,66,2,219.13,Mid
14272,95,3,614.94,Mid
14273,59,2,218.70000000000002,Mid
14274,527,1,256.6,Mid
14275,237,6,1189.3799999999999,High
14276,22,6,1703.34,High
14277,53,6,4247.09,High
14278,250,1,205.83,Mid
14279,362,2,191.86,Low
14280,38,1,134.04,Low
14281,249,1,245.15,Mid
14282,3,17,6371.8,VIP
14283,304,4,628.44,Mid
14284,494,1,704.4,Mid
14285,17,5,1380.31,High
14286,84,5,5901.09,VIP
14287,39,2,83.28,Low
14288,54,1,426.6,Mid
14289,17,4,723.52,Mid
14290,203,4,2979.4700000000003,High
14291,14,18,6051.07,VIP
14292,45,9,3941.13,High
14293,146,7,2729.39,High
14294,248,1,375.34000000000003,Mid
14295,280,4,2196.71,High
14296,262,2,456.4,Mid
14297,116,1,232.6,Mid
14298,6,65,69039.48,VIP
14299,159,22,9033.33,VIP
14301,257,3,1352.04,High
14302,272,3,742.9000000000001,Mid
14303,248,2,277.94,Mid
14304,63,3,1725.01,High
14306,340,2,453.28000000000003,Mid
14307,61,7,3770.29,High
14309,9,8,2738.3,High
14310,273,1,492.1,Mid
14311,84,2,516.45,Mid
14312,28,9,2333.29,High
14314,272,1,109.8,Low
14315,32,4,1572.89,High
14316,263,5,1370.34,High
14318,301,1,158.02,Low
14319,265,1,494.85,Mid
14320,48,5,1346.75,High
14321,17,4,1314.24,High
14322,270,4,474.1,Mid
14323,79,1,299.82,Mid
14324,250,2,701.61,Mid
14325,411,1,245.48000000000002,Mid
14326,83,3,940.98,Mid
14327,4,6,1894.93,High
14329,5,11,7998.06,VIP
14330,465,1,200.63,Mid
14332,222,2,1077.2,High
14334,45,9,3444.5,High
14336,39,3,1114.39,High
14338,2,3,928.1,Mid
14339,84,2,620.27,Mid
14340,60,1,134.7,Low
14341,56,14,2988.19,High
14342,51,3,559.48,Mid
14343,262,4,1088.49,High
14344,48,18,3088.8700000000003,High
14346,138,4,1556.61,High
14347,578,1,82.60000000000001,Low
14348,101,1,409.57,Mid
14350,115,3,972.03,Mid
14351,5,1,51.0,Low
14352,76,2,845.32,Mid
14353,56,3,376.5,Mid
14355,206,3,1014.45,High
14358,230,2,400.06,Mid
14361,419,1,214.71,Mid
14363,243,2,227.47000000000003,Mid
14364,5,6,2600.5,High
14365,236,2,634.68,Mid
14366,366,1,136.0,Low
14367,25,8,3930.51,High
14368,161,1,155.0,Low
14369,483,2,469.13,Mid
14370,292,6,1175.78,High
14371,136,1,100.5,Low
14372,284,2,860.08,Mid
14373,199,1,76.55,Low
14374,382,1,108.0,Low
14375,26,3,1130.22,High
14376,524,1,215.46,Mid
14377,32,2,617.05,Mid
14378,462,1,131.25,Low
14379,136,3,1031.79,High
14380,523,1,48.96,Low
14381,292,1,428.18,Mid
14382,231,1,617.47,Mid
14383,5,1,242.09,Mid
14384,342,1,58.5,Low
14386,138,1,142.4,Low
14388,44,11,4661.35,High
14389,31,4,1165.69,High
14390,52,7,2783.09,High
14391,418,1,135.6,Low
14392,273,1,266.4,Mid
14393,59,1,67.95,Low
14394,406,1,93.8,Low
14395,18,17,6666.52,VIP
14396,212,6,1744.29,High
14397,13,4,379.04,Mid
14398,242,2,707.79,Mid
14399,235,8,2112.74,High
14400,249,2,1157.77,High
14401,3,14,4343.84,High
14402,493,1,285.6,Mid
14403,58,4,1380.71,High
14404,10,11,2460.26,High
14405,227,1,195.0,Low
14407,46,2,795.1800000000001,Mid
14408,12,8,2718.5600000000004,High
14409,160,6,2362.7400000000002,High
14410,47,8,2324.87,High
14411,152,1,1063.0,High
14412,265,1,656.16,Mid
14413,203,3,426.44,Mid
14414,200,2,1119.55,High
14415,2,17,9165.97,VIP
14417,229,1,603.36,Mid
14419,93,3,509.15,Mid
14420,238,3,1251.65,High
14421,53,5,2111.44,High
14422,11,15,7040.03,VIP
14423,59,2,427.01,Mid
14425,276,3,661.39,Mid
14426,19,11,9456.2,VIP
14427,336,2,605.1800000000001,Mid
14428,81,2,330.62,Mid
14429,245,1,516.28,Mid
14430,353,3,1220.9,High
14431,144,4,2614.2,High
14433,306,1,289.6,Mid
14435,342,1,90.42,Low
14436,395,1,182.64,Low
14437,207,5,958.84,Mid
14438,147,1,131.9,Low
14439,160,5,9213.54,VIP
14440,158,10,5466.76,VIP
14441,96,8,3255.64,High
14442,45,7,5077.02,VIP
14443,151,3,1574.67,High
14444,297,1,132.04,Low
14445,297,1,221.65,Mid
14446,87,2,502.37,Mid
14447,37,3,1149.53,High
14448,205,1,102.35000000000001,Low
14449,87,6,1976.43,High
14450,22,7,1128.06,High
14451,35,11,3006.18,High
14452,236,2,401.15,Mid
14453,31,1,119.51,Low
14454,217,5,977.3000000000001,Mid
14455,273,4,625.92,Mid
14457,152,1,113.64,Low
14458,221,1,237.42,Mid
14459,492,1,3537.82,High
14460,12,8,935.7,Mid
14461,19,12,6355.24,VIP
14462,27,8,1406.29,High
14463,12,3,566.37,Mid
14464,409,2,111.0,Low
14465,87,11,3452.83,High
14466,28,10,3720.2,High
14467,153,9,1753.93,High
14468,574,1,204.24,Mid
14469,257,4,2112.21,High
14470,128,2,548.49,Mid
14471,432,2,400.95,Mid
14472,28,6,1820.17,High
14473,123,1,85.0,Low
14474,420,1,730.42,Mid
14475,27,3,847.47,Mid
14476,98,1,215.7,Mid
14477,25,5,1183.0,High
14478,223,4,1276.66,High
14479,95,4,1299.11,High
14480,243,3,1020.47,High
14481,6,5,2311.4900000000002,High
14482,80,7,2527.65,High
14483,123,2,257.1,Mid
14484,242,3,749.0600000000001,Mid
14486,353,2,175.5,Low
14487,209,2,381.96000000000004,Mid
14489,48,4,1574.93,High
14490,247,2,1273.47,High
14491,16,2,468.13,Mid
14492,271,7,1921.91,High
14493,231,5,2746.91,High
14494,242,2,261.9,Mid
14495,501,1,51.0,Low
14496,153,7,2668.23,High
14497,150,2,697.0600000000001,Mid
14498,27,7,2267.19,High
14499,119,5,1447.99,High
14500,31,1,284.85,Mid
14501,24,2,251.21,Mid
14502,75,6,1068.55,High
14503,20,1,597.07,Mid
14504,84,3,541.87,Mid
14505,45,16,9288.54,VIP
14506,3,5,2110.16,High
14507,56,8,2516.56,High
14508,217,3,598.52,Mid
14509,375,1,110.95,Low
14510,216,3,1007.28,High
14512,28,7,1223.47,High
14513,47,5,649.77,Mid
14514,42,8,3946.32,High
14515,32,8,2412.82,High
14516,357,1,163.92,Low
14519,525,2,206.09,Mid
14520,132,1,165.0,Low
14521,332,1,199.45000000000002,Low
14522,39,5,1062.29,High
14524,19,9,2116.91,High
14525,26,13,5363.73,VIP
14526,230,1,262.4,Mid
14527,4,97,22993.87,VIP
14530,26,13,4831.49,High
14531,321,1,376.34,Mid
14532,77,11,3858.76,High
14533,194,5,1950.15,High
14534,10,18,4105.97,High
14535,89,7,4020.09,High
14536,100,1,171.8,Low
14537,464,1,285.84,Mid
14538,97,4,1089.0900000000001,High
14540,150,9,2994.98,High
14541,10,13,2353.4700000000003,High
14542,27,1,103.25,Low
14543,12,34,9387.64,VIP
14544,202,2,2079.48,High
14545,515,1,349.25,Mid
14546,42,8,3493.43,High
14548,159,7,1403.49,High
14549,152,4,916.5500000000001,Mid
14550,229,2,587.69,Mid
14551,45,6,818.82,Mid
14552,221,2,346.21,Mid
14553,60,6,1294.17,High
14555,143,5,2189.43,High
14556,437,3,835.34,Mid
14558,495,3,655.5,Mid
14559,231,1,75.6,Low
14560,3,32,5125.26,VIP
14561,3,2,566.99,Mid
14562,24,12,2786.12,High
14563,350,2,679.02,Mid
14564,276,2,2605.62,High
14565,46,3,2637.65,High
14566,317,2,1010.0,High
14568,276,1,919.7,Mid
14569,294,3,371.59000000000003,Mid
14570,122,3,613.75,Mid
14571,266,1,161.65,Low
14572,95,7,3859.51,High
14573,21,13,2619.59,High
14574,573,1,143.70000000000002,Low
14575,329,1,460.71,Mid
14576,213,1,70.80000000000001,Low
14577,4,6,1161.18,High
14579,273,1,105.56,Low
14580,359,1,14.85,Low
14581,385,1,295.2,Mid
14583,6,6,1204.23,High
14584,10,8,1747.91,High
14585,223,4,578.22,Mid
14586,118,1,237.35999999999999,Mid
14587,25,8,1472.82,High
14588,419,1,135.39,Low
14589,212,1,79.5,Low
14590,265,20,3006.2,High
14591,54,1,249.8,Mid
14593,40,11,3429.58,High
14594,214,1,510.0,Mid
14595,154,3,587.65,Mid
14596,467,1,229.09,Mid
